date,precipitation,temp_max,temp_min,wind,weather
2021-12-30,0.0,13.7,11.3,9.666666666666668,sun
2021-12-31,0.0,13.9,10.5,7.625,rain
2022-01-01,0.2,13.2,10.9,5.5,rain
2022-01-02,6.4,13.4,10.1,8.291666666666668,rain
2022-01-03,0.0,10.6,9.2,7.833333333333333,sun
2022-01-04,0.8,9.0,3.6,4.583333333333334,rain
2022-01-05,4.8,6.6,3.3,6.541666666666667,rain
2022-01-06,0.4,6.0,0.6,4.5,rain
2022-01-07,2.3,6.7,0.8,5.041666666666666,rain
2022-01-08,18.3,7.2,0.7,5.708333333333334,rain
2022-01-09,0.5,7.0,1.5,4.833333333333334,rain
2022-01-10,0.0,6.7,0.6,2.458333333333333,fog
2022-01-11,0.5,5.5,0.9,3.5833333333333335,rain
2022-01-12,0.6,5.5,1.2,1.7916666666666667,fog
2022-01-13,0.0,6.0,3.9,3.375,fog
2022-01-14,0.0,6.8,1.5,1.9583333333333333,fog
2022-01-15,0.0,3.8,1.6,3.25,fog
2022-01-16,0.2,7.6,3.5,4.041666666666666,rain
2022-01-17,0.0,9.2,1.2,3.2083333333333335,fog
2022-01-18,0.0,6.1,-0.4,1.4166666666666665,ice
2022-01-19,1.1,7.3,-0.5,4.041666666666666,ice
2022-01-20,1.6,6.2,1.9,5.625,rain
2022-01-21,0.2,7.1,1.7,3.75,rain
2022-01-22,0.0,7.4,5.5,2.583333333333333,rain
2022-01-23,0.0,7.2,5.4,1.5416666666666665,sun
2022-01-24,0.0,5.7,3.2,1.9583333333333333,sun
2022-01-25,0.0,3.9,3.2,1.2916666666666665,sun
2022-01-26,0.0,6.4,3.2,4.583333333333334,sun
2022-01-27,2.3,9.7,5.5,6.541666666666667,rain
2022-01-28,0.0,9.0,1.9,4.458333333333334,sun
2022-01-29,0.0,11.1,7.1,8.166666666666668,sun
2022-01-30,0.2,8.3,4.4,4.833333333333334,rain
2022-01-31,5.3,7.2,4.7,10.541666666666668,rain
2022-02-01,1.7,10.0,4.2,7.291666666666667,rain
2022-02-02,0.0,9.6,8.0,4.75,rain
2022-02-03,0.6,8.5,7.1,6.291666666666666,rain
2022-02-04,5.8,8.7,4.3,8.0,rain
2022-02-05,6.6,8.6,4.4,8.708333333333332,rain
2022-02-06,15.1,9.3,4.9,10.75,rain
2022-02-07,0.8,8.2,5.4,6.875,rain
2022-02-08,0.0,11.3,8.8,7.791666666666667,sun
2022-02-09,0.3,9.8,8.2,6.208333333333334,rain
2022-02-10,2.0,8.2,5.1,3.7083333333333335,rain
2022-02-11,0.3,7.2,-0.1,4.708333333333334,rain
2022-02-12,0.0,7.3,1.1,5.666666666666666,sun
2022-02-13,0.0,11.6,2.2,7.625,sun
2022-02-14,3.0,11.7,5.2,8.416666666666668,rain
2022-02-15,9.0,8.8,6.0,7.083333333333333,rain
2022-02-16,8.2,12.2,8.6,11.333333333333332,rain
2022-02-17,2.3,10.5,7.5,9.5,rain
2022-02-18,1.9,11.4,5.8,11.625,rain
2022-02-19,8.0,8.0,4.9,10.0,rain
2022-02-20,22.9,10.5,4.4,11.666666666666668,rain
2022-02-21,3.6,8.7,5.6,10.625,rain
2022-02-22,1.8,10.4,4.2,6.625,rain
2022-02-23,0.0,10.6,2.8,5.875,sun
2022-02-24,5.5,9.0,4.5,7.541666666666667,rain
2022-02-25,1.1,8.1,0.0,6.083333333333334,rain
2022-02-26,0.0,8.7,-1.3,2.833333333333333,ice
2022-02-27,0.0,9.2,1.1,4.916666666666666,sun
2022-02-28,0.0,10.4,2.3,4.291666666666666,sun
2022-03-01,1.9,7.6,4.2,2.208333333333333,rain
2022-03-02,0.0,10.6,1.9,3.3333333333333335,sun
2022-03-03,0.0,10.8,0.7,4.041666666666666,sun
2022-03-04,0.0,10.5,1.1,3.8333333333333335,sun
2022-03-05,0.0,8.2,-3.3,2.833333333333333,sun
2022-03-06,0.0,5.8,0.2,4.5,sun
2022-03-07,0.0,7.1,-2.2,4.0,sun
2022-03-08,0.0,10.0,0.4,4.541666666666666,sun
2022-03-09,0.0,14.6,2.4,3.375,sun
2022-03-10,0.0,15.9,1.3,3.6666666666666665,sun
2022-03-11,0.0,15.8,4.8,5.541666666666666,rain
2022-03-12,0.0,12.8,9.0,5.333333333333334,rain
2022-03-13,0.0,16.2,9.3,5.875,rain
2022-03-14,0.3,12.8,5.1,3.7916666666666665,rain
2022-03-15,0.0,13.5,4.6,1.9166666666666667,sun
2022-03-16,0.0,12.6,5.1,4.625,rain
2022-03-17,0.6,11.1,3.3,4.458333333333334,rain
2022-03-18,0.0,14.5,1.3,3.2916666666666665,sun
2022-03-19,0.0,13.7,4.7,6.583333333333333,sun
2022-03-20,0.6,8.1,2.3,4.291666666666666,rain
2022-03-21,0.0,15.9,0.1,2.041666666666667,sun
2022-03-22,0.0,19.0,4.3,1.6666666666666667,sun
2022-03-23,0.0,18.4,2.5,1.5833333333333335,sun
2022-03-24,0.0,18.1,2.1,1.6666666666666667,fog
2022-03-25,0.0,15.2,2.2,2.625,sun
2022-03-26,0.0,17.1,2.9,2.958333333333333,sun
2022-03-27,0.0,15.7,6.1,3.7083333333333335,sun
2022-03-28,0.0,15.7,3.3,2.041666666666667,sun
2022-03-29,0.0,12.5,6.2,3.75,fog
2022-03-30,1.4,10.9,1.7,3.8333333333333335,snow
2022-03-31,7.1,5.7,0.1,6.083333333333334,snow
2022-04-01,2.5,5.1,0.0,7.541666666666667,snow
2022-04-02,0.0,6.7,-0.4,4.5,rain
2022-04-03,0.0,8.1,-2.5,3.2916666666666665,rain
2022-04-04,9.7,10.9,5.1,8.791666666666668,rain
2022-04-05,3.6,11.6,9.1,6.208333333333334,rain
2022-04-06,2.2,11.0,9.1,9.583333333333332,rain
2022-04-07,11.1,11.1,5.8,10.5,snow
2022-04-08,0.3,8.4,4.6,4.333333333333334,rain
2022-04-09,0.4,9.6,2.2,5.333333333333334,rain
2022-04-10,0.0,12.0,1.0,2.208333333333333,sun
2022-04-11,0.0,14.5,1.8,4.25,sun
2022-04-12,0.0,20.7,8.4,3.75,sun
2022-04-13,0.0,16.2,10.1,2.666666666666667,sun
2022-04-14,0.0,17.7,6.1,2.291666666666667,fog
2022-04-15,0.0,15.0,6.2,3.2083333333333335,fog
2022-04-16,0.0,15.7,5.2,4.25,sun
2022-04-17,0.0,17.9,5.4,3.6666666666666665,sun
2022-04-18,0.0,19.8,6.9,2.666666666666667,sun
2022-04-19,0.0,18.6,5.4,3.3333333333333335,sun
2022-04-20,0.0,16.8,5.4,4.5,sun
2022-04-21,0.0,17.6,5.2,5.0,sun
2022-04-22,0.0,17.6,8.8,5.875,sun
2022-04-23,0.0,18.0,9.8,6.625,sun
2022-04-24,0.0,16.8,7.8,5.625,sun
2022-04-25,1.4,10.1,7.1,3.5416666666666665,rain
2022-04-26,0.0,13.1,3.6,4.041666666666666,fog
2022-04-27,0.0,12.5,2.0,1.875,fog
2022-04-28,0.0,14.3,1.7,3.2916666666666665,fog
2022-04-29,0.0,13.0,6.2,4.666666666666666,sun
2022-04-30,0.4,11.6,1.8,2.583333333333333,fog
2022-05-01,0.0,14.7,0.9,1.375,fog
2022-05-02,0.0,17.0,4.2,2.541666666666667,sun
2022-05-03,0.0,14.7,4.3,2.458333333333333,fog
2022-05-04,0.0,15.1,3.6,1.7083333333333333,rain
2022-05-05,0.0,17.4,7.5,2.0,fog
2022-05-06,0.0,19.8,8.8,2.416666666666667,fog
2022-05-07,0.0,18.9,11.1,3.5416666666666665,sun
2022-05-08,0.0,16.4,7.6,3.75,sun
2022-05-09,0.0,22.6,5.8,1.875,sun
2022-05-10,0.0,21.3,13.8,5.583333333333334,rain
2022-05-11,3.4,19.0,9.8,6.375,rain
2022-05-12,0.0,17.8,9.5,4.875,sun
2022-05-13,0.0,17.7,11.9,6.333333333333334,sun
2022-05-14,0.0,20.3,9.5,2.625,sun
2022-05-15,0.0,25.4,9.6,4.125,sun
2022-05-16,1.0,24.5,14.6,4.958333333333334,rain
2022-05-17,0.0,25.7,13.7,2.125,rain
2022-05-18,0.0,21.6,13.9,2.583333333333333,sun
2022-05-19,10.4,22.9,11.0,2.916666666666667,fog
2022-05-20,13.8,18.4,10.5,3.875,fog
2022-05-21,0.0,16.9,9.5,4.125,sun
2022-05-22,0.0,21.7,8.2,2.291666666666667,fog
2022-05-23,12.8,20.9,13.0,2.833333333333333,rain
2022-05-24,4.4,16.7,9.8,5.416666666666666,rain
2022-05-25,0.1,17.5,10.8,7.333333333333333,rain
2022-05-26,0.0,18.0,13.9,6.875,sun
2022-05-27,0.6,15.4,11.1,4.791666666666666,rain
2022-05-28,0.3,14.6,7.5,4.333333333333334,rain
2022-05-29,2.5,14.4,7.2,3.4166666666666665,rain
2022-05-30,0.0,14.0,6.7,1.0833333333333335,rain
2022-05-31,3.3,17.8,6.3,1.875,rain
2022-06-01,1.0,15.8,7.4,3.2916666666666665,rain
2022-06-02,0.0,19.5,7.0,2.083333333333333,fog
2022-06-03,0.0,23.2,10.4,5.208333333333334,sun
2022-06-04,0.0,21.1,12.3,6.5,rain
2022-06-05,22.2,19.1,12.8,3.875,rain
2022-06-06,4.5,14.9,12.8,5.666666666666666,rain
2022-06-07,0.0,19.0,13.2,3.7916666666666665,rain
2022-06-08,7.0,17.7,13.9,4.5,rain
2022-06-09,2.0,19.7,13.4,4.083333333333334,rain
2022-06-10,0.0,21.1,14.5,4.666666666666666,rain
2022-06-11,0.0,20.8,14.4,4.625,sun
2022-06-12,0.0,19.1,12.3,3.6666666666666665,sun
2022-06-13,0.0,17.1,9.2,3.4583333333333335,sun
2022-06-14,0.0,20.2,7.9,1.7916666666666667,sun
2022-06-15,0.0,23.7,10.6,2.75,sun
2022-06-16,0.0,24.7,12.2,1.625,sun
2022-06-17,0.0,29.1,14.1,4.291666666666666,rain
2022-06-18,0.0,26.5,15.1,3.9166666666666665,sun
2022-06-19,2.7,16.8,12.9,4.458333333333334,rain
2022-06-20,0.0,18.2,10.1,2.875,sun
2022-06-21,0.0,21.3,9.0,2.125,sun
2022-06-22,0.0,24.7,9.9,3.2916666666666665,fog
2022-06-23,0.0,29.9,14.5,2.875,sun
2022-06-24,12.9,22.9,18.1,2.916666666666667,rain
2022-06-25,2.8,21.3,15.9,2.916666666666667,rain
2022-06-26,0.0,22.0,14.7,3.3333333333333335,sun
2022-06-27,11.1,20.7,13.5,2.333333333333333,rain
2022-06-28,0.0,23.5,13.1,3.4583333333333335,sun
2022-06-29,0.0,26.6,16.4,3.0,sun
2022-06-30,13.2,21.1,13.4,2.875,rain
2022-07-01,0.7,19.7,13.6,4.958333333333334,rain
2022-07-02,0.0,23.6,13.3,3.7083333333333335,rain
2022-07-03,0.1,19.5,12.5,3.25,rain
2022-07-04,0.0,21.7,11.7,3.166666666666667,sun
2022-07-05,0.0,19.6,11.3,2.875,fog
2022-07-06,0.0,20.5,8.8,3.3333333333333335,rain
2022-07-07,0.6,18.4,11.3,5.125,rain
2022-07-08,0.0,22.5,10.1,2.458333333333333,fog
2022-07-09,0.0,20.8,12.2,3.5416666666666665,fog
2022-07-10,0.0,21.0,10.8,2.666666666666667,rain
2022-07-11,0.0,24.5,15.5,2.291666666666667,sun
2022-07-12,0.1,27.2,14.3,2.291666666666667,rain
2022-07-13,0.0,25.0,15.1,3.375,sun
2022-07-14,0.0,22.2,11.4,2.666666666666667,sun
2022-07-15,0.0,21.1,10.8,2.583333333333333,sun
2022-07-16,0.0,20.2,12.2,3.3333333333333335,sun
2022-07-17,0.0,25.0,10.9,1.8333333333333333,sun
2022-07-18,0.0,31.8,13.9,1.4166666666666665,sun
2022-07-19,0.0,37.0,17.8,3.4583333333333335,sun
2022-07-20,0.2,25.1,19.1,4.75,rain
2022-07-21,5.9,19.3,15.9,3.7916666666666665,rain
2022-07-22,0.5,20.4,13.9,1.9166666666666667,rain
2022-07-23,0.0,24.2,11.9,1.375,sun
2022-07-24,0.0,29.8,17.2,3.9166666666666665,sun
2022-07-25,0.0,23.4,18.6,5.916666666666666,rain
2022-07-26,0.6,19.7,11.2,3.4166666666666665,rain
2022-07-27,0.3,20.5,10.0,2.791666666666667,rain
2022-07-28,0.0,21.8,12.6,4.75,sun
2022-07-29,0.0,24.8,13.5,2.708333333333333,sun
2022-07-30,0.0,24.5,11.9,2.0,fog
2022-07-31,1.4,21.3,18.6,4.875,rain
2022-08-01,0.4,23.4,17.5,2.666666666666667,rain
2022-08-02,0.0,26.2,16.2,5.458333333333334,sun
2022-08-03,0.0,28.3,18.2,3.9583333333333335,sun
2022-08-04,0.0,25.7,18.3,2.5,sun
2022-08-05,0.0,21.2,10.5,2.833333333333333,rain
2022-08-06,0.0,21.2,9.6,1.7083333333333333,sun
2022-08-07,0.0,22.3,9.6,1.6666666666666667,sun
2022-08-08,0.0,22.8,11.3,2.375,sun
2022-08-09,0.0,25.0,12.9,3.875,sun
2022-08-10,0.0,28.8,14.4,3.5416666666666665,sun
2022-08-11,0.0,31.1,15.8,3.3333333333333335,sun
2022-08-12,0.0,31.4,16.6,2.875,sun
2022-08-13,0.0,31.2,15.5,2.5,sun
2022-08-14,0.0,31.1,16.7,2.416666666666667,sun
2022-08-15,11.0,25.6,18.2,2.5,rain
2022-08-16,0.0,25.7,17.0,2.625,sun
2022-08-17,11.7,20.5,16.9,2.541666666666667,rain
2022-08-18,0.0,25.3,15.9,1.625,fog
2022-08-19,0.2,24.2,15.8,2.5,rain
2022-08-20,0.0,23.0,14.0,2.791666666666667,fog
2022-08-21,0.0,22.7,15.6,3.083333333333333,sun
2022-08-22,0.0,25.6,15.5,2.291666666666667,rain
2022-08-23,0.0,27.3,16.6,2.125,sun
2022-08-24,0.0,27.9,18.1,2.5,sun
2022-08-25,0.0,31.4,19.1,3.375,sun
2022-08-26,0.0,21.0,12.6,3.3333333333333335,rain
2022-08-27,0.0,21.4,11.3,2.583333333333333,fog
2022-08-28,0.0,22.3,9.5,2.666666666666667,fog
2022-08-29,0.0,21.6,11.2,1.875,sun
2022-08-30,0.0,23.8,14.7,4.791666666666666,sun
2022-08-31,0.0,23.5,14.2,5.583333333333334,sun
2022-09-01,0.0,24.7,12.4,3.75,sun
2022-09-02,0.0,26.3,13.0,3.875,sun
2022-09-03,0.0,26.7,15.7,3.375,sun
2022-09-04,0.0,26.4,15.4,2.0,sun
2022-09-05,23.8,30.1,15.2,2.958333333333333,rain
2022-09-06,19.9,24.4,16.9,2.875,rain
2022-09-07,6.2,23.3,15.7,3.5,rain
2022-09-08,1.0,21.7,15.1,4.375,rain
2022-09-09,14.8,18.8,14.6,4.916666666666666,rain
2022-09-10,4.1,21.2,13.5,2.958333333333333,fog
2022-09-11,0.0,22.0,11.0,1.0833333333333335,fog
2022-09-12,0.0,23.5,14.1,2.458333333333333,sun
2022-09-13,0.0,21.9,15.2,2.375,rain
2022-09-14,0.0,19.2,12.2,1.7916666666666667,rain
2022-09-15,0.9,18.7,12.2,3.375,rain
2022-09-16,13.0,16.3,11.3,3.75,rain
2022-09-17,8.6,16.3,10.4,4.541666666666666,rain
2022-09-18,16.9,14.2,10.6,3.9583333333333335,rain
2022-09-19,0.8,16.4,8.5,2.916666666666667,rain
2022-09-20,1.5,17.2,8.7,1.8333333333333333,rain
2022-09-21,0.0,17.6,7.6,0.9166666666666666,sun
2022-09-22,0.0,18.5,5.9,1.9583333333333333,fog
2022-09-23,10.8,18.3,11.4,3.3333333333333335,rain
2022-09-24,1.2,16.5,8.4,3.5416666666666665,rain
2022-09-25,0.8,16.9,7.1,1.9583333333333333,fog
2022-09-26,17.9,14.6,10.0,5.166666666666666,rain
2022-09-27,24.4,12.4,7.6,2.625,rain
2022-09-28,6.4,14.4,7.0,2.708333333333333,rain
2022-09-29,0.0,15.9,6.0,1.3333333333333335,fog
2022-09-30,10.8,16.5,5.3,5.041666666666666,fog
2022-10-01,10.3,17.1,11.5,5.958333333333334,rain
2022-10-02,0.0,17.8,8.7,3.125,rain
2022-10-03,0.0,16.8,7.7,1.5416666666666665,sun
2022-10-04,0.0,17.7,10.4,5.041666666666666,sun
2022-10-05,5.0,17.4,13.0,7.541666666666667,rain
2022-10-06,0.0,16.1,9.9,4.708333333333334,rain
2022-10-07,0.8,16.8,10.8,5.541666666666666,rain
2022-10-08,0.1,15.4,8.6,3.3333333333333335,rain
2022-10-09,0.0,16.4,6.7,3.4583333333333335,fog
2022-10-10,0.3,15.1,7.0,3.0,rain
2022-10-11,0.0,16.1,5.1,1.125,fog
2022-10-12,0.3,14.2,3.8,2.375,fog
2022-10-13,3.5,14.6,7.6,2.625,fog
2022-10-14,2.2,16.5,12.0,3.083333333333333,rain
2022-10-15,1.5,16.5,12.5,5.041666666666666,rain
2022-10-16,0.6,17.0,13.4,4.333333333333334,rain
2022-10-17,4.9,17.6,11.9,3.4166666666666665,fog
2022-10-18,0.0,17.9,6.8,1.25,fog
2022-10-19,0.0,14.2,5.5,4.708333333333334,fog
2022-10-20,1.6,17.7,9.4,3.5833333333333335,rain
2022-10-21,0.0,19.5,13.5,3.5833333333333335,rain
2022-10-22,0.0,17.7,12.0,4.208333333333334,rain
2022-10-23,9.1,18.8,12.6,4.333333333333334,rain
2022-10-24,4.4,16.6,13.7,8.041666666666668,rain
2022-10-25,0.6,16.6,11.8,4.208333333333334,rain
2022-10-26,0.0,18.8,11.8,4.291666666666666,rain
2022-10-27,0.0,20.1,14.1,3.9166666666666665,rain
2022-10-28,0.0,20.0,12.4,4.25,sun
2022-10-29,0.0,21.0,11.0,2.833333333333333,rain
2022-10-30,0.0,19.4,11.2,2.458333333333333,rain
2022-10-31,0.5,16.1,8.6,3.2916666666666665,fog
2022-11-01,5.3,17.0,11.9,8.875,rain
2022-11-02,1.5,13.8,11.2,7.208333333333333,rain
2022-11-03,6.4,15.2,10.5,6.083333333333334,rain
2022-11-04,7.7,12.1,5.4,1.9583333333333333,rain
2022-11-05,0.5,11.4,5.1,5.208333333333334,rain
2022-11-06,15.6,12.2,8.8,7.5,rain
2022-11-07,0.9,14.1,11.6,7.375,rain
2022-11-08,0.0,14.8,11.6,7.041666666666667,sun
2022-11-09,2.4,13.6,10.6,6.958333333333333,rain
2022-11-10,0.0,14.3,10.6,6.541666666666667,sun
2022-11-11,0.0,12.1,6.2,4.666666666666666,fog
2022-11-12,0.0,15.5,4.8,1.5833333333333335,fog
2022-11-13,0.0,13.6,3.2,1.8333333333333333,fog
2022-11-14,0.0,10.3,1.3,2.833333333333333,sun
2022-11-15,4.4,12.3,7.6,5.375,rain
2022-11-16,10.2,12.2,9.1,5.458333333333334,rain
2022-11-17,17.9,11.6,8.5,7.583333333333333,rain
2022-11-18,11.1,10.2,6.0,3.9166666666666665,rain
2022-11-19,0.2,5.6,-2.7,4.416666666666666,rain
2022-11-20,9.4,7.2,-4.4,2.25,fog
2022-11-21,5.9,8.2,2.2,4.0,fog
2022-11-22,0.2,8.9,5.7,5.791666666666666,rain
2022-11-23,3.9,9.4,7.7,5.958333333333334,rain
2022-11-24,3.4,10.9,7.4,6.083333333333334,rain
2022-11-25,2.9,11.4,4.5,4.125,rain
2022-11-26,0.0,10.6,5.2,4.541666666666666,sun
2022-11-27,10.2,7.6,6.7,5.291666666666666,rain
2022-11-28,1.4,11.3,3.3,2.541666666666667,fog
2022-11-29,0.0,10.4,2.2,0.625,fog
2022-11-30,0.1,9.2,1.3,1.0833333333333335,fog
2022-12-01,0.0,7.4,-0.7,1.5416666666666665,ice
2022-12-02,0.0,4.4,2.1,5.583333333333334,sun
2022-12-03,0.0,2.5,0.3,4.916666666666666,sun
2022-12-04,0.0,2.8,0.1,4.666666666666666,sun
2022-12-05,0.0,6.1,3.1,3.3333333333333335,rain
2022-12-06,2.5,7.9,0.5,1.625,snow
2022-12-07,3.9,7.5,0.3,2.25,rain
2022-12-08,11.5,4.9,-1.4,3.5,ice
2022-12-09,0.7,3.4,-1.3,1.75,ice
2022-12-10,0.0,2.1,-1.2,3.625,ice
2022-12-11,0.0,2.4,0.8,3.375,rain
2022-12-12,0.0,1.4,-5.7,1.75,sun
2022-12-13,0.0,-0.4,-6.6,2.208333333333333,sun
2022-12-14,0.2,1.1,-6.2,1.7083333333333333,snow
2022-12-15,0.4,5.2,-5.5,2.166666666666667,ice
2022-12-16,0.0,4.4,-5.5,1.4583333333333335,sun
2022-12-17,0.0,0.8,-6.0,3.083333333333333,sun
2022-12-18,3.3,2.2,-7.4,4.0,ice
2022-12-19,6.6,10.3,2.6,7.625,rain
2022-12-20,3.1,11.4,5.4,5.583333333333334,rain
2022-12-21,1.2,9.2,3.7,4.166666666666666,fog
2022-12-22,6.5,10.2,4.4,3.9583333333333335,fog
2022-12-23,8.2,11.1,8.8,4.583333333333334,rain
2022-12-24,0.0,10.3,8.4,5.083333333333334,rain
2022-12-25,8.6,9.7,9.0,3.25,rain
2022-12-26,1.5,9.5,4.8,5.75,rain
2022-12-27,0.7,7.2,4.8,5.833333333333334,rain
2022-12-28,4.8,11.1,7.3,9.5,rain
2022-12-29,3.7,10.7,6.7,9.041666666666668,rain
2022-12-30,6.0,12.5,5.0,8.5,rain
2022-12-31,16.1,14.8,10.6,8.958333333333332,rain
